# productos.csv - Archivo de productos Fase 2 EDD S1 2026
,

SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
S022,Yogurt 318,ALVJ4AXY21H,Higiene,2027-01-09,Sabritas,230.52,68
S028,Brocoli 683,42HYAIPWO0V,Higiene,2025-03-25,Kelloggs,315.62,151
S028,Pan 647,1NTWVKZ7WS8,Carnes,2026-06-26,PepsiCo,212.56,142
S024,Jugo 701,B3H2FK2DAGQC6,Limpieza,2027-12-16,Kelloggs,235.32,200
S001,Manzana 882,RY6MBEUPXVQ,Higiene,2025-04-02,CocaCola,88.05,148
S027,Pollo 788,JYIBA1VRXJ,Carnes,2027-05-09,Colgate,60.06,97
S019,Tortilla 884,POPPRDF34UZJU,Bebidas,2027-04-22,Maseca,436.65,94
S013,Manzana 389,BLZ3TZJI4QT42,Higiene,2027-06-19,Kelloggs,292.57,42
S018,Shampoo 842,1NXIDXMEU9S3E,Snacks,2026-03-01,Sabritas,465.66,162
S015,Naranja 72,MG5W659RUZ104,Panaderia,2025-11-16,Bimbo,295.45,40
S023,Tortilla 823,M2X9G90NIZI,Panaderia,2026-01-14,Kelloggs,85.78,9
S002,Galletas 811,YM30API8DL,Congelados,2025-07-23,Unilever,412.45,112
S005,Papas 720,J5BRXEA6190U7,Higiene,2025-06-11,Kelloggs,490.59,32
S004,Refresco 202,6Z3N2SVS9QGEM,Verduras,2026-01-24,Unilever,224.41,56
S019,Acondicionador 828,4LWO85Z7Z9E,Verduras,2026-11-08,Nestle,336.7,106
S009,Papas 787,UR7MW16OZNQID,Carnes,2025-05-16,Colgate,276.64,21
S023,Detergente 2,KFD38X4YWN,Higiene,2027-12-02,Bimbo,299.98,164
S010,Refresco 212,8QAGVJF4N1X7,Higiene,2026-02-06,Unilever,462.11,7
S014,Zanahoria 706,NGYQG2I7JHW,Limpieza,2025-10-20,CocaCola,334.1,183
S023,Carne 240,PZMFTXKL75L,Bebidas,2025-08-27,Bimbo,474.73,189
S022,Yogurt 540,NLKU83G8LT,Verduras,2025-05-12,Colgate,438.51,38
S005,Pizza 930,XYN66H3RB1D,Congelados,2025-09-19,Kelloggs,21.79,178
S016,Pollo 672,F5WPOA1JXL03,Bebidas,2027-01-28,Maseca,458.22,48
S030,Naranja 772,KLS8417O0DPMR,Higiene,2027-12-27,Nestle,436.62,75
S004,Pollo 918,TIPC8M5NPR,Panaderia,2025-01-11,Bimbo,189.94,41
S024,Jugo 571,XBQKFYMPGAU7,Verduras,2026-07-14,CocaCola,399.47,158
S018,Pollo 167,T84RH26H80JLV,Panaderia,2026-10-11,Maseca,379.81,69
S012,Naranja 28,B1WQEN9H0QD1I,Snacks,2025-04-06,Nestle,205.17,92
S027,Pizza 413,CZ8QV26P2T5Z,Panaderia,2027-01-13,Nestle,293.52,119
S028,Galletas 212,23P88VJWXWBXQ,Limpieza,2026-01-20,Colgate,468.11,135
S003,Leche 148,OZZCEJ5CGPN,Higiene,2026-04-13,Unilever,364.61,12
S018,Papas 542,NCQW8SOD8TC7,Snacks,2026-07-08,Colgate,131.12,2
S007,Refresco 361,ZTQ76GU5GG,Limpieza,2026-03-01,Colgate,158.46,30
S023,Detergente 325,08HG0BWQCGS0,Lacteos,2026-08-15,Sabritas,300.21,53
S006,Brocoli 543,EHZ4412APY,Lacteos,2026-10-19,Colgate,344.28,34
S006,Zanahoria 641,08SH6P5SAT8QD,Snacks,2026-06-07,Nestle,282.98,38
S012,Tortilla 148,CO6YY5ZV9GUBZ,Panaderia,2027-09-03,Bimbo,409.89,135
S024,Brocoli 786,2VSNJYGZRTFX,Carnes,2025-12-16,CocaCola,71.65,88
S025,Refresco 912,A8SO7M3X1O1A,Lacteos,2025-04-19,PepsiCo,367.01,79
S002,Jugo 277,HL8GIDIW3NYJ,Congelados,2027-05-16,Nestle,327.26,10
S028,Jugo 179,Z0NAF38X4F,Higiene,2025-10-26,PepsiCo,206.37,105
S025,Pollo 749,AOCEA3UC9CJ,Higiene,2026-05-02,Kelloggs,104.41,96
S015,Jugo 785,RDSHN42AVNPA,Verduras,2026-10-14,Kelloggs,345.47,54
S017,Detergente 62,V0QUKQO04F4,Limpieza,2025-10-10,Colgate,289.2,136
S008,Refresco 633,FWEEZDB1E0FY,Lacteos,2025-03-14,Unilever,285.49,115
S004,Yogurt 959,F7HD1K9334E4K,Carnes,2027-01-08,Sabritas,259.11,105
S024,Acondicionador 425,0ZT1OJ8LQ7Q5,Verduras,2027-07-19,Colgate,170.53,44
S001,Jugo 368,E450YRIXT8RSV,Lacteos,2026-08-06,Colgate,428.75,174
S010,Jabon 796,GTR26FAP5A,Frutas,2026-02-08,Bimbo,129.8,42
S021,Brocoli 973,MYRNQ8RZ8Z,Higiene,2025-05-26,Sabritas,423.19,143
S028,Leche 528,2V24N2ZL30P2G,Limpieza,2027-05-07,Kelloggs,284.01,97
S001,Zanahoria 266,KWUEP4RZV0L2Z,Bebidas,2027-08-04,Sabritas,37.93,127
S004,Pizza 556,LRK8RZGE4LKV,Bebidas,2025-11-24,Colgate,62.34,140
S017,Zanahoria 611,9S3IAA5QHWRZ,Higiene,2025-09-02,Kelloggs,139.29,3
S002,Galletas 844,ZG23DRTJNIA,Higiene,2026-11-04,Bimbo,213.99,55
S002,Detergente 733,CGVY15X9RV,Congelados,2027-05-23,Kelloggs,418.15,182
S003,Naranja 389,Q3QAMN6GJ5,Lacteos,2027-01-14,Maseca,377.73,105
S016,Tortilla 21,OU5C3L4O8RC,Lacteos,2027-03-27,Sabritas,336.54,169
S001,Tortilla 573,9OLRROVO23,Snacks,2025-08-12,Kelloggs,134.44,58
S014,Acondicionador 495,QYYLB99KQ0,Frutas,2025-03-05,Lala,250.73,59
S011,Papas 17,AXCTWBED1UZ77,Panaderia,2027-07-11,CocaCola,351.57,85
S030,Shampoo 765,EXY1MBLSDGC,Verduras,2027-07-28,Unilever,294.2,83
S028,Manzana 906,9D90JSGC1TUPD,Panaderia,2026-10-05,Sabritas,234.44,145
S026,Carne 215,SPKB9GGU0AUS,Verduras,2026-09-14,Bimbo,397.45,112
S005,Pan 448,MZUA3QRNS7I,Snacks,2026-08-11,Bimbo,161.11,65
S010,Zanahoria 333,EBOYUK51I3LBK,Verduras,2026-12-26,Bimbo,224.13,143
S015,Helado 627,IUYB7112WM,Congelados,2025-09-01,Bimbo,376.47,61
S005,Tortilla 76,9V46YH0FK0,Panaderia,2026-08-24,Maseca,76.77,171
S002,Leche 404,AGKQMACJHY7B,Lacteos,2027-05-10,Nestle,55.19,107
S024,Galletas 617,2Q87F3D1P66,Verduras,2025-03-14,Lala,466.9,189
S005,Helado 828,5Z3CN1O2Y77,Limpieza,2027-07-25,Nestle,390.06,39
S026,Jugo 472,JP3HRA158WYF,Snacks,2026-02-07,Lala,119.67,26
S027,Pan 667,I09H0KXG5ZA,Lacteos,2026-11-02,CocaCola,12.09,94
S029,Brocoli 486,B2DQQNRHZ8K0,Panaderia,2025-12-24,Kelloggs,261.42,145
S025,Refresco 23,O7VLXSZ7ICZK,Snacks,2025-05-24,Nestle,85.48,11
S013,Tortilla 943,4YKIDCF7428H,Bebidas,2025-08-04,PepsiCo,212.41,20
S012,Acondicionador 842,DTCVA0XS910NT,Bebidas,2027-04-19,Colgate,160.21,63
S016,Naranja 249,JRD5CI38ED,Limpieza,2025-02-21,PepsiCo,236.98,177
S012,Naranja 969,SGXBO0GDIS,Panaderia,2026-03-25,Lala,227.93,7
S005,Detergente 425,I0V8Z6ZELT09,Verduras,2025-06-22,CocaCola,451.1,198
S003,Brocoli 318,CLB0PSV7NF,Verduras,2027-05-08,Kelloggs,340.38,2
S017,Galletas 344,AJTVB3UTQGD,Limpieza,2026-06-03,Lala,373.61,166
S027,Pizza 848,UQN7916U7S,Carnes,2025-01-07,Unilever,271.68,49
S022,Brocoli 516,DQ95WLUTEI,Snacks,2027-08-25,PepsiCo,412.81,185
S001,Refresco 180,LFR73U120MQ8T,Lacteos,2027-01-14,Kelloggs,209.47,36
S030,Naranja 477,Z8FFBYI3X1G2,Snacks,2027-12-15,Nestle,94.55,66
S017,Carne 688,TAFTKHWHUYC5S,Verduras,2026-01-22,Maseca,232.56,23
S030,Leche 936,TEL72DLK70A,Carnes,2025-07-25,Bimbo,31.24,24
S026,Acondicionador 22,38X0IL18HH55,Bebidas,2025-06-27,Sabritas,75.27,35
S019,Zanahoria 676,ACCPQZAVRLBXI,Carnes,2025-06-24,CocaCola,54.03,191
S021,Carne 695,LKWUMFZWT592W,Congelados,2026-09-14,Colgate,171.69,42
S011,Shampoo 198,HIBIARY4KPN,Congelados,2025-06-05,Lala,345.07,157
S019,Naranja 262,FDOX0PXZAT2,Bebidas,2027-11-15,Unilever,86.87,94
S003,Manzana 163,KQH9WWY3JOQ0E,Lacteos,2027-07-16,CocaCola,248.35,4
S001,Jugo 434,8YEHWTY08C,Panaderia,2027-06-19,Maseca,234.58,189
S021,Brocoli 127,5C15JX8D4XG,Carnes,2026-11-27,PepsiCo,457.05,138
S028,Helado 861,Y8FD3L23R78,Frutas,2027-12-01,Bimbo,448.43,76
S006,Yogurt 476,BMG5HMAPJSG9E,Snacks,2026-09-14,Nestle,390.82,78
S008,Tortilla 802,QQX7XA80UH787,Carnes,2026-02-04,Colgate,268.77,186
S017,Leche 843,OIL251BSAIM,Limpieza,2026-12-12,PepsiCo,212.05,152
S023,Pollo 794,1XUOWBIZV9O6M,Lacteos,2027-07-28,Maseca,160.59,145
S013,Shampoo 631,QUAX7NF7WD81W,Bebidas,2026-05-26,Lala,181.33,153
S008,Galletas 610,T03BZQ7C9BE,Verduras,2027-01-11,Maseca,225.38,66
S021,Jugo 91,B7WPDY4JUUZB4,Higiene,2026-11-05,Nestle,314.28,149
S023,Galletas 39,KEUC2REDJFWK5,Panaderia,2027-06-17,Bimbo,223.94,75
S024,Refresco 828,DMGUEFVSW3,Verduras,2025-12-04,Nestle,210.09,104
S019,Jugo 201,PGAFWGZPLW,Verduras,2026-09-02,Bimbo,29.18,48
S020,Carne 637,A7QVLBGFGH3O,Congelados,2025-04-17,Maseca,320.74,77
S017,Carne 178,Q0SNUGNR9J,Panaderia,2026-12-03,Unilever,262.23,74
S010,Zanahoria 186,X4JIMZTODQVTA,Limpieza,2027-09-28,Nestle,458.3,131
S024,Pollo 570,WB7G8TI149E,Lacteos,2027-09-28,Colgate,197.3,20
S030,Brocoli 224,YYKGT4EFDW,Bebidas,2027-05-11,Colgate,291.48,109
S024,Papas 137,B92EY42NL6,Panaderia,2027-01-18,Nestle,71.69,193
S012,Refresco 155,1CIKTZAKM3UNM,Bebidas,2026-02-27,CocaCola,79.31,142
S029,Pan 337,NGAQE25SQU0,Verduras,2027-04-12,Colgate,200.23,43
S007,Tortilla 756,9OQCBCAEWJ,Panaderia,2025-05-16,PepsiCo,253.21,125
S005,Acondicionador 880,3H2O3UG9Z3OU1,Limpieza,2025-05-09,Nestle,298.19,126
S007,Helado 84,7ID91N9WB7U,Panaderia,2025-11-09,Lala,407.61,129
S018,Pizza 541,J02K9JAVOEPHZ,Panaderia,2026-11-28,Kelloggs,375.28,67
S026,Zanahoria 715,CS7BZYDRKFW,Bebidas,2026-03-05,Kelloggs,437.66,139
S030,Acondicionador 782,6TIWL9F0CLT,Bebidas,2025-09-27,Kelloggs,181.62,155
S027,Helado 242,UPR9HDZDBH,Congelados,2026-04-15,Nestle,108.14,60
S020,Zanahoria 523,RVCQ1ZT3FSTX,Congelados,2025-07-28,Nestle,436.57,130
S018,Pan 336,VVRJ65BUPS,Panaderia,2027-03-22,Sabritas,337.52,104
S009,Helado 644,9G8E8VVWQCWBQ,Higiene,2027-04-17,Colgate,211.45,38
S020,Jabon 665,XAB0FGT6ET,Higiene,2025-06-16,Maseca,362.22,131
S018,Galletas 394,W23JRRNLEJ2UV,Bebidas,2025-02-18,CocaCola,202.84,182
S015,Jabon 981,1W61RNSSOL,Carnes,2025-10-06,Lala,65.44,120
S030,Jugo 85,88QULBZZ895TN,Limpieza,2025-04-27,Maseca,205.61,159
S030,Pizza 3,8F31MUF725,Limpieza,2025-02-24,Sabritas,141.14,175
S026,Papas 819,892WM529TA2,Bebidas,2025-04-03,Unilever,57.77,130
S018,Helado 539,7ZY9UREA1SOU7,Higiene,2025-07-27,Unilever,201.36,48
S015,Pan 625,U6FTXND2ARQ,Snacks,2027-06-23,Sabritas,85.05,94
S008,Yogurt 227,LBI1TRUWOXZ,Congelados,2026-04-05,Colgate,292.73,32
S010,Manzana 487,73WDBATKHA,Higiene,2026-11-05,PepsiCo,157.16,146
S014,Pizza 859,BDU1637ZZESI,Limpieza,2026-05-06,Sabritas,131.31,110
S004,Naranja 24,JP3UEMNYFO708,Congelados,2026-02-10,Bimbo,162.56,133
S026,Leche 814,FAFLOX5FGLON,Limpieza,2026-10-12,Maseca,324.63,149
S021,Acondicionador 762,M1W0KSDM7H,Verduras,2026-03-05,Unilever,369.35,3
S022,Zanahoria 942,C1YJJLX9SRV,Lacteos,2026-08-25,PepsiCo,319.54,183
S006,Leche 60,6UV5F8BYHFRH,Panaderia,2025-06-06,Lala,86.97,78
S013,Zanahoria 251,4IAJ5A3ARV,Frutas,2025-04-11,Sabritas,257.4,76
S002,Papas 294,FBZSEXRHLME0,Panaderia,2027-01-13,Lala,111.74,79
S004,Tortilla 337,13E9PMQ2YJ,Lacteos,2027-05-05,Bimbo,346.36,120
S002,Manzana 542,YQR86WTKHVN,Snacks,2027-02-03,Sabritas,302.07,194
S010,Leche 166,09VLDOKTDJAC,Higiene,2026-09-24,Sabritas,319.27,12
S023,Pollo 804,V3GNRKWZXS2A,Bebidas,2025-08-09,Bimbo,12.66,110
S030,Pan 844,VV62K3C4NVL,Panaderia,2026-09-03,Sabritas,185.14,70
S010,Jugo 55,K649614KW5,Lacteos,2025-06-26,Kelloggs,227.98,93
S019,Carne 995,1DXWOWYQ8D2OD,Carnes,2025-11-03,PepsiCo,125.54,42
S016,Pollo 881,UH73OR536OYOB,Snacks,2025-03-09,Maseca,176.14,113
S027,Jugo 95,P0K8LS84O1,Higiene,2026-06-08,Unilever,121.8,151
S016,Shampoo 543,Z7H0O79F775,Bebidas,2026-06-06,Kelloggs,235.33,144
S006,Leche 309,BSZWOU9YHZS5V,Bebidas,2027-10-06,CocaCola,136.41,98
S009,Jabon 11,3TX9NJELAO,Lacteos,2026-12-17,CocaCola,93.3,166
S024,Manzana 883,BNYBUE5QJU6VZ,Bebidas,2025-01-28,Colgate,11.24,194
S027,Jabon 759,NT7DZRE0SQZ,Limpieza,2025-11-26,Colgate,339.72,102
S016,Yogurt 830,PUAX7QLOPR,Lacteos,2027-09-28,PepsiCo,286.54,11
S007,Zanahoria 51,1644KJB39R2,Congelados,2026-01-08,Sabritas,451.66,87
S002,Acondicionador 917,R6QDRN4ZF28,Higiene,2026-05-10,Maseca,98.75,189
S016,Pollo 283,9074C5YKGHX,Bebidas,2026-01-05,Bimbo,431.5,84
S006,Pizza 810,TCTHLH2PLLAEJ,Verduras,2026-01-03,CocaCola,456.52,88
S023,Jugo 775,Z20HVZG5K2O,Carnes,2026-06-06,Nestle,246.36,68
S013,Leche 480,TSEHL6A4XWU,Snacks,2026-04-23,Unilever,420.85,35
S029,Acondicionador 423,CA4TGG1580MG0,Bebidas,2025-10-09,Sabritas,472.73,97
S002,Leche 242,WLZXV698R8D7,Limpieza,2025-10-20,CocaCola,375.28,122
S007,Jabon 80,LC6NTQFKHFCL,Lacteos,2025-04-04,Sabritas,493.51,144
S003,Naranja 961,S7JYH133G0IP,Congelados,2025-01-12,Colgate,62.16,147
S021,Brocoli 313,R7UG2ETW07H,Lacteos,2025-12-06,Colgate,369.94,12
S013,Pizza 597,8PF3JM2CPVA84,Limpieza,2025-12-03,Lala,142.12,184
S010,Yogurt 950,RTHJRV2S1B0,Panaderia,2026-12-12,Unilever,155.83,125
S022,Papas 897,7TMAD9WORC,Limpieza,2025-04-18,PepsiCo,378.29,147
S022,Tortilla 653,LLECVF7OB86,Congelados,2027-06-24,Kelloggs,456.85,123
S026,Pan 197,I9ONNIKEVOF,Snacks,2025-07-12,Sabritas,26.74,198
S029,Shampoo 786,JUF86RRMR0S,Frutas,2026-03-01,Colgate,344.45,91
S021,Detergente 552,9ZSPZANC81,Limpieza,2025-01-27,Colgate,218.88,135
S025,Jugo 984,9VSGJ39XDPYQ7,Higiene,2026-05-25,CocaCola,91.4,177
S002,Jugo 953,GSJI0V0ARMB,Limpieza,2026-07-02,PepsiCo,345.24,97
S028,Helado 714,DAUF1FG7Y47,Lacteos,2025-04-15,Sabritas,26.51,8
S027,Jabon 666,5S5XAWAFFJE,Bebidas,2027-01-19,Kelloggs,368.39,114
S022,Naranja 862,4RTWAFCMTQ3Q,Snacks,2026-10-11,Nestle,244.15,167
S005,Jugo 751,X9XMFMNBK3R,Higiene,2026-06-25,Lala,431.86,43
S004,Naranja 715,W5WSH2BQLMG3,Bebidas,2025-05-28,PepsiCo,166.62,151
S005,Refresco 988,HT10GZ7J5JL,Snacks,2026-01-18,Nestle,181.69,61
S006,Shampoo 788,8M5Z2PI521,Limpieza,2027-12-28,CocaCola,185.49,82
S001,Helado 218,OM3502LIHZ,Panaderia,2026-12-22,Nestle,51.09,183
S001,Refresco 149,SJZ586EL4GNK,Carnes,2027-03-13,Lala,29.35,192
S008,Detergente 29,HA8L4T9U7I,Congelados,2025-03-12,Bimbo,49.04,60
S006,Acondicionador 694,5KDJSCNZDP2I6,Snacks,2025-11-25,CocaCola,159.41,53
S023,Pollo 967,O470LGQYH8,Higiene,2025-02-17,Bimbo,71.08,53
S029,Jabon 838,1OUBSCIWTGJ,Frutas,2025-03-23,CocaCola,228.52,168
S027,Shampoo 702,Q3EVJAVCA30,Frutas,2027-01-17,Kelloggs,307.15,197
S014,Zanahoria 682,PBCU1FLWROVA,Snacks,2025-05-26,CocaCola,419.4,24
S023,Pollo 724,9F2R6SMNKQIV,Carnes,2026-07-08,Unilever,445.0,176
S015,Refresco 570,H9T5CYOL2G,Bebidas,2026-03-26,CocaCola,355.84,133
S013,Zanahoria 62,QT4B7XQ4EKR,Frutas,2026-03-26,Bimbo,368.71,23
S018,Shampoo 479,YZMV49U8E17A,Limpieza,2025-06-18,PepsiCo,403.17,179
S026,Pan 413,EJJCDPD2GIWE,Snacks,2027-07-14,Lala,434.07,155
S030,Shampoo 15,XVGKDO91MO1S,Congelados,2026-01-06,Colgate,242.89,34
S029,Helado 898,88MUETZSEO,Carnes,2026-08-05,Kelloggs,235.45,119
S013,Pan 498,X15GVNC1VB,Higiene,2027-09-06,PepsiCo,327.85,96
S021,Tortilla 978,I6WS04QYIYFMI,Limpieza,2027-03-13,Maseca,228.49,80
S019,Pizza 414,XH39YD2BTFCAZ,Verduras,2027-08-23,Bimbo,476.03,1
S027,Acondicionador 575,7QEFN24D5E6,Higiene,2026-07-12,Lala,72.01,136
S017,Carne 926,EYZVV8HORC,Bebidas,2026-04-05,Kelloggs,371.23,17
S026,Tortilla 897,ES8OEHWOAKGT2,Limpieza,2027-03-25,Unilever,337.52,89
S001,Shampoo 741,WTG5JRC5IW,Bebidas,2027-04-26,Unilever,235.97,170
S011,Carne 470,NN9AWE23NB,Lacteos,2027-06-28,Nestle,479.76,3
S012,Jabon 921,NBY5I2QMNV,Limpieza,2025-02-25,Nestle,97.86,47
S027,Leche 822,ZMJIMQM0LJ7,Frutas,2026-08-23,Bimbo,323.35,29
S001,Yogurt 962,HLL58U7MOP70O,Frutas,2026-12-05,CocaCola,457.77,147
S020,Jugo 472,0OZ37L67CJCN,Limpieza,2027-09-11,CocaCola,218.66,174
S025,Pollo 438,31GKCJEQ3SR,Higiene,2025-06-27,Bimbo,14.29,135
S016,Tortilla 838,NL1RJ000JEX,Verduras,2026-11-24,Maseca,341.98,15
S030,Brocoli 275,NZH4DA8BKX,Carnes,2026-08-12,Kelloggs,291.18,61
S006,Galletas 116,LSK1XQPQTH,Higiene,2026-09-05,Lala,69.55,169
S018,Carne 317,ESRBBWXB6JD,Limpieza,2027-06-16,PepsiCo,291.15,100
S016,Manzana 164,C9ZWBVC4MHYOL,Congelados,2027-10-13,Lala,301.41,31
S020,Pizza 816,XJ33ADTZ6NUT,Higiene,2025-09-13,Kelloggs,257.02,68
S027,Galletas 561,B6G0G1F42M3,Lacteos,2027-04-22,Unilever,472.95,4
S027,Jugo 876,R8T5JJJA5X,Verduras,2025-09-16,Maseca,147.44,194
S020,Pollo 402,KGL1MP7H3N,Bebidas,2025-10-12,Lala,409.51,126
S010,Manzana 482,0XLWNA45G6PM,Lacteos,2026-05-24,Lala,285.91,198
S012,Pan 319,LW4H8SP5TYXN3,Verduras,2026-04-25,Nestle,482.63,56
S028,Acondicionador 38,SD896RYMUM7RZ,Limpieza,2026-07-21,Colgate,14.18,70
S001,Tortilla 698,WO2SOL7BO5IB,Higiene,2026-12-06,Bimbo,311.32,52
S019,Pizza 998,MBCBMARMGKAT,Lacteos,2025-10-09,Sabritas,216.0,43
S011,Leche 96,66V74UFB9VG,Higiene,2025-11-18,Sabritas,488.36,132
S014,Shampoo 351,SDR26X6IG53,Carnes,2025-04-16,CocaCola,295.68,171
S023,Refresco 769,H27CQDZY1U,Panaderia,2025-04-12,Unilever,272.14,185
S030,Refresco 459,65PUHSOY0S,Carnes,2026-10-04,Nestle,388.24,6
S011,Galletas 987,R1SMRLGJG240H,Limpieza,2027-12-03,Lala,339.69,78
S014,Carne 53,FQQFCRH18VIA,Lacteos,2027-01-19,Maseca,462.01,33
S018,Pan 803,80NIJXOKUSSA9,Congelados,2026-06-04,CocaCola,279.95,176
S028,Manzana 727,RSDSE79DYXSM,Frutas,2025-09-19,Colgate,189.84,96
S002,Leche 280,EE9ZOQ502L3S,Congelados,2025-11-06,Kelloggs,351.76,23
S022,Galletas 31,QEEMWF5AB5WEC,Bebidas,2025-12-06,Bimbo,238.91,140
S004,Galletas 157,U10ICTOSOB,Frutas,2026-12-01,Unilever,92.29,65
S015,Brocoli 453,0WPF9MABV4,Limpieza,2025-09-15,Kelloggs,381.27,82
S016,Brocoli 956,ZJ6T848H32K,Carnes,2027-08-04,Colgate,427.32,16
S023,Papas 152,14IXTG2VOCC,Higiene,2026-12-16,CocaCola,462.59,136
S006,Carne 862,X0URLW2T6KV,Congelados,2027-02-14,Bimbo,347.91,60
S027,Naranja 712,M6P9ZGWZ934G,Panaderia,2025-07-17,Maseca,488.64,30
S026,Galletas 523,3I5DAHQNINWA,Limpieza,2027-05-23,Sabritas,319.17,195
S026,Shampoo 690,YXAKUYLQ420,Carnes,2025-05-04,Lala,128.05,131
S029,Zanahoria 21,Z5HPH8VBOTV8,Congelados,2026-03-04,Nestle,92.39,196
S029,Pollo 881,LNNX4RPGXTZ6,Verduras,2027-05-23,Colgate,482.91,72
S027,Carne 487,CCFB6D703R,Limpieza,2026-01-15,Unilever,305.12,71
S022,Jabon 407,BOOIA7I0LJ,Limpieza,2026-03-20,CocaCola,305.9,17
S018,Manzana 453,2VCRXJCHEXZJ,Snacks,2027-06-22,Lala,255.9,110
S012,Pizza 678,ZN08VL89PSOL,Lacteos,2027-12-13,Kelloggs,420.52,172
S015,Galletas 864,BWM3ROXPV6I,Snacks,2025-07-26,Sabritas,473.55,171
S023,Pan 130,GVR47H608U,Verduras,2026-12-05,Sabritas,458.77,81
S017,Leche 426,2S8NF69P2S0VM,Higiene,2027-04-19,Unilever,125.0,136
S013,Pan 137,BW18JMKNLS6FO,Bebidas,2025-05-10,Kelloggs,221.01,109
S017,Papas 407,NN3LKI2UCNY,Verduras,2025-03-06,Colgate,304.37,55
S023,Refresco 745,XTOFOM1L43H96,Verduras,2027-04-08,Nestle,100.36,27
S005,Galletas 795,Y6FLNZ3VP8,Lacteos,2025-10-05,CocaCola,324.33,136
S007,Yogurt 396,9Y23YPPZWSX,Carnes,2026-03-22,Sabritas,42.04,157
S009,Jabon 280,EA81OVRCWWG,Higiene,2027-06-06,Maseca,31.28,195
S010,Yogurt 801,BLOH4XBI1PB3W,Panaderia,2025-02-01,PepsiCo,114.39,77
S025,Jugo 193,KMA4M3KGCK,Snacks,2025-11-01,Nestle,488.6,86
S009,Galletas 908,0VOPQ6ZAGFQYT,Bebidas,2025-12-04,Unilever,369.58,74
S002,Refresco 131,C5I4OCLMCTQIA,Carnes,2025-09-02,Bimbo,100.18,144
S016,Manzana 978,RUUH4VHS7BYC,Snacks,2026-03-01,Unilever,172.22,70
S006,Brocoli 521,0EV4JO7WTX76,Frutas,2026-07-01,PepsiCo,325.34,86
S025,Pollo 241,YXDY34VDT7RH,Bebidas,2027-05-10,Sabritas,271.89,54
S015,Leche 54,MREVN3IX8X,Verduras,2027-12-11,Lala,228.67,146
S001,Carne 265,N7E2LS52OJA,Congelados,2026-09-21,Colgate,461.94,199
S021,Zanahoria 427,7IM9B563RQ,Panaderia,2026-08-17,PepsiCo,70.82,125
S021,Refresco 627,RSQ0ZXKH4G,Limpieza,2026-12-19,Kelloggs,62.28,47
S029,Jabon 762,3KVFEE8MXDO7D,Congelados,2025-10-23,Bimbo,312.42,33
S004,Acondicionador 598,L0YNRAVQTYOMJ,Panaderia,2026-07-12,Colgate,475.86,47
S011,Acondicionador 146,8AMFAZ4UVZJN,Lacteos,2026-09-08,Nestle,104.27,50
S005,Pan 137,JLNIHJE3T64Z,Panaderia,2025-10-19,Bimbo,183.86,147
S001,Pollo 78,5E34XP1WA4QHG,Congelados,2027-12-12,Bimbo,129.06,111
S016,Carne 957,7KP55TUU2T,Verduras,2025-09-22,Lala,422.85,185
S029,Jugo 607,U01ZBI5W7N,Higiene,2026-05-01,Bimbo,449.6,200
S004,Brocoli 385,PBNCXXVDHYT6Z,Carnes,2027-09-26,Maseca,168.65,190
S013,Zanahoria 926,XG52V4MDJOP,Carnes,2025-07-23,Sabritas,389.78,174
S023,Carne 243,5DF51N8USEHAI,Congelados,2027-02-19,CocaCola,367.13,36
S017,Naranja 95,51STUHI02FE1,Higiene,2026-01-21,Unilever,356.14,58
S006,Leche 301,HYQ8C3B0YHIKX,Snacks,2026-02-12,Sabritas,286.2,16
S003,Detergente 642,EM4UM1DVMA,Higiene,2027-11-14,PepsiCo,25.4,25
S007,Tortilla 261,YJ6ER7P23LZVN,Bebidas,2025-11-23,PepsiCo,95.76,22
S029,Carne 695,6VBTO5G5YJ,Frutas,2027-02-14,Kelloggs,139.29,60
S010,Naranja 148,P6HNWJ6GLM6,Congelados,2027-04-23,Maseca,275.8,146
S028,Brocoli 553,V4D9Y0L5XR,Bebidas,2027-12-04,PepsiCo,491.71,23
S027,Refresco 527,92C2Z673D5I,Verduras,2027-12-21,Bimbo,403.64,105
S013,Jugo 371,1STSEGUPTX6,Bebidas,2027-06-20,Lala,269.74,127
S030,Acondicionador 951,K0TSBR3OXXJDP,Panaderia,2025-05-09,Sabritas,454.09,55
S009,Carne 777,1QUPHCOISB,Higiene,2025-11-27,Bimbo,222.44,4
S019,Manzana 913,Z9JIGQPTE8,Verduras,2027-07-10,Unilever,440.48,37
S022,Papas 269,84CSKRETHK,Lacteos,2025-07-27,Nestle,43.01,86
S016,Helado 219,D5UEXXCSNPF6,Lacteos,2025-10-25,Maseca,138.3,188
S022,Acondicionador 346,A2S9XX8QJ9XX9,Bebidas,2027-12-03,CocaCola,68.97,165
S013,Naranja 807,Q9NNAM7QTPE,Congelados,2027-02-10,Bimbo,402.36,122
S006,Naranja 310,OEEYEALECJDP1,Snacks,2026-02-11,PepsiCo,246.4,25
S004,Jabon 712,RZ1JN4NOPYRJ,Limpieza,2027-12-03,Kelloggs,429.46,54
S024,Pollo 627,7MX6XCW22D,Lacteos,2026-08-05,Maseca,42.3,198
